"","diff.fit","low","high","study","treat","bilat_0","age","se"
"10638",-0.109006962571331,-0.303758461316658,0.0805147272442936,"Saux","Antibiotics","Bilateral",5.22,-0.303758461316658
"10640",-0.0579246016894787,-0.15597997091943,0.0420295388451172,"Saux","Antibiotics","Unilateral",5.24,-0.15597997091943
"10642",-0.107909408528008,-0.303977662311977,0.0829978751337983,"Saux","Antibiotics","Bilateral",5.26,-0.303977662311977
"10644",-0.0581621428160016,-0.157306790082269,0.0429217279299269,"Saux","Antibiotics","Unilateral",5.28,-0.157306790082269
"10646",-0.106815343303505,-0.304195595794612,0.0854745461006388,"Saux","Antibiotics","Bilateral",5.3,-0.304195595794612
"10648",-0.0584082142118697,-0.158681574105442,0.0438449324639686,"Saux","Antibiotics","Unilateral",5.32,-0.158681574105442
"10650",-0.10572480763983,-0.304412210981561,0.0879445351781041,"Saux","Antibiotics","Bilateral",5.34,-0.304412210981561
"10652",-0.0586630977282561,-0.160105956107308,0.0448001513682891,"Saux","Antibiotics","Unilateral",5.36,-0.160105956107308
"10654",-0.104637841703975,-0.304627466203234,0.090407644481712,"Saux","Antibiotics","Bilateral",5.38,-0.304627466203234
"10656",-0.0589270755805728,-0.161581493392971,0.0457882898014823,"Saux","Antibiotics","Unilateral",5.4,-0.161581493392971
"10658",-0.103554485085426,-0.304841328551488,0.0928636829674937,"Saux","Antibiotics","Bilateral",5.42,-0.304841328551488
"10660",-0.059200431194681,-0.163109598016202,0.0468100859677473,"Saux","Antibiotics","Unilateral",5.44,-0.163109598016202
"10662",-0.102474776795028,-0.305053773537499,0.0953124661963175,"Saux","Antibiotics","Bilateral",5.46,-0.305053773537499
"10664",-0.0594834512145512,-0.164691577957434,0.0478661368015422,"Saux","Antibiotics","Unilateral",5.48,-0.164691577957434
"10666",-0.101398755263101,-0.305264784763742,0.0977538161168144,"Saux","Antibiotics","Bilateral",5.5,-0.305264784763742
"10668",-0.0597764044035018,-0.166328606778932,0.0489569277130512,"Saux","Antibiotics","Unilateral",5.52,-0.166328606778932
"10670",-0.100326458336892,-0.305474353591893,0.100187560846792,"Saux","Antibiotics","Bilateral",5.54,-0.305474353591893
"10672",-0.0600795542725615,-0.168021642239882,0.0500827127174653,"Saux","Antibiotics","Unilateral",5.56,-0.168021642239882
"10674",-0.0992579232801474,-0.305682478825168,0.102613534462917,"Saux","Antibiotics","Bilateral",5.58,-0.305682478825168
"10676",-0.0603931570429325,-0.16977144346078,0.0512435311189807,"Saux","Antibiotics","Unilateral",5.6,-0.16977144346078
"10678",-0.0981931867710044,-0.305889166399805,0.105031576806032,"Saux","Antibiotics","Bilateral",5.62,-0.305889166399805
"10680",-0.0607174523225613,-0.171578538388493,0.0524391980466594,"Saux","Antibiotics","Unilateral",5.64,-0.171578538388493
"10682",-0.0971322849013093,-0.306094429082521,0.107441533288398,"Saux","Antibiotics","Bilateral",5.66,-0.306094429082521
"10684",-0.0610526695822757,-0.173443244011563,0.0536693056796403,"Saux","Antibiotics","Unilateral",5.68,-0.173443244011563
"10686",-0.0960752531751022,-0.306298286178063,0.109843254714199,"Saux","Antibiotics","Bilateral",5.7,-0.306298286178063
"10688",-0.0613990153860568,-0.175365662376205,0.0549332501330273,"Saux","Antibiotics","Unilateral",5.72,-0.175365662376205
"10690",-0.095022126507603,-0.306500763241626,0.11223659710381,"Saux","Antibiotics","Bilateral",5.74,-0.306500763241626
"10692",-0.0617566736195666,-0.177345678725395,0.0562302292634064,"Saux","Antibiotics","Unilateral",5.76,-0.177345678725395
"10694",-0.0939729392247721,-0.306701891798886,0.114621421524117,"Saux","Antibiotics","Bilateral",5.78,-0.306701891798886
"10696",-0.0621258167851601,-0.179382997520521,0.0575592520371526,"Saux","Antibiotics","Unilateral",5.8,-0.179382997520521
"10698",-0.0929277250626676,-0.306901709076603,0.116997593929923,"Saux","Antibiotics","Bilateral",5.82,-0.306901709076603
"10700",-0.0625066044113895,-0.181477204559165,0.058919204950498,"Saux","Antibiotics","Unilateral",5.84,-0.181477204559165
"10702",-0.0918865171663802,-0.307100257742706,0.119364985015883,"Saux","Antibiotics","Bilateral",5.86,-0.307100257742706
"10704",-0.0628991582328891,-0.18362782644411,0.0603089721153251,"Saux","Antibiotics","Unilateral",5.88,-0.18362782644411
"10706",-0.0908493480886456,-0.307297585650536,0.121723470073947,"Saux","Antibiotics","Bilateral",5.9,-0.307297585650536
"10708",-0.0633035410909593,-0.18583435554529,0.0617275145710105,"Saux","Antibiotics","Unilateral",5.92,-0.18583435554529
"10710",-0.0898162497895517,-0.307493745584919,0.124072928849696,"Saux","Antibiotics","Bilateral",5.94,-0.307493745584919
"10712",-0.0637197795640851,-0.188096298950173,0.0631738686087077,"Saux","Antibiotics","Unilateral",5.96,-0.188096298950173
"10714",-0.0887872536365861,-0.307688795018549,0.12641324540681,"Saux","Antibiotics","Bilateral",5.98,-0.307688795018549
"10716",-0.0641478344213066,-0.190413185975278,0.0646472287881494,"Saux","Antibiotics","Unilateral",6,-0.190413185975278
"10718",-0.0877623904045984,-0.307882795866761,0.128744307991513,"Saux","Antibiotics","Bilateral",6.02,-0.307882795866761
"10720",-0.0645876292978204,-0.192784562052621,0.0661468765570841,"Saux","Antibiotics","Unilateral",6.04,-0.192784562052621
"10722",-0.0867416902769765,-0.30807581425158,0.131066008900664,"Saux","Antibiotics","Bilateral",6.06,-0.30807581425158
"10724",-0.0650390489314137,-0.19520999025049,0.0676721889421468,"Saux","Antibiotics","Unilateral",6.08,-0.19520999025049
"10726",-0.0857251828459754,-0.308267920268228,0.133378244355713,"Saux","Antibiotics","Bilateral",6.1,-0.308267920268228
"10728",-0.0655019472554135,-0.197688992095688,0.069222562991707,"Saux","Antibiotics","Unilateral",6.12,-0.197688992095688
"10730",-0.0847128971144593,-0.308459187756454,0.13568091437568,"Saux","Antibiotics","Bilateral",6.14,-0.308459187756454
"10732",-0.0659761711463886,-0.200221036043962,0.0707973461109493,"Saux","Antibiotics","Unilateral",6.16,-0.200221036043962
"10734",-0.083704861496661,-0.308649694081392,0.137973922661285,"Saux","Antibiotics","Bilateral",6.18,-0.308649694081392
"10736",-0.066461560890231,-0.202805527546553,0.0723958250843436,"Saux","Antibiotics","Unilateral",6.2,-0.202805527546553
"10738",-0.0827011038188112,-0.30883951992042,0.140257176484675,"Saux","Antibiotics","Bilateral",6.22,-0.30883951992042
"10740",-0.0669579519424846,-0.205441807133565,0.0740172197151845,"Saux","Antibiotics","Unilateral",6.24,-0.205441807133565
"10742",-0.0817016513197809,-0.309028749057243,0.14253058658475,"Saux","Antibiotics","Bilateral",6.26,-0.309028749057243
"10744",-0.0674651754530161,-0.208129185281385,0.0756607154771946,"Saux","Antibiotics","Unilateral",6.28,-0.208129185281385
"10746",-0.0807065306512291,-0.309217468183255,0.144794067070312,"Saux","Antibiotics","Bilateral",6.3,-0.309217468183255
"10748",-0.0679830440708756,-0.210866955914046,0.0773255149460535,"Saux","Antibiotics","Unilateral",6.32,-0.210866955914046
"10750",-0.0797157678783887,-0.30940576670134,0.147047535323321,"Saux","Antibiotics","Bilateral",6.34,-0.30940576670134
"10752",-0.0685113556899361,-0.213654410419952,0.0790108427696599,"Saux","Antibiotics","Unilateral",6.36,-0.213654410419952
"10754",-0.0787293884809173,-0.309593736536643,0.149290911906831,"Saux","Antibiotics","Bilateral",6.38,-0.309593736536643
"10756",-0.0690498818492725,-0.21649084539835,0.0807159869548771,"Saux","Antibiotics","Unilateral",6.4,-0.21649084539835
"10758",-0.0777474173542643,-0.309781471947332,0.151524120472398,"Saux","Antibiotics","Bilateral",6.42,-0.309781471947332
"10760",-0.0695983758942895,-0.219375509364096,0.0824402268702515,"Saux","Antibiotics","Unilateral",6.44,-0.219375509364096
"10762",-0.0767698788116555,-0.309969069342682,0.153747087668624,"Saux","Antibiotics","Bilateral",6.46,-0.309969069342682
"10764",-0.0701565892161644,-0.222307683631058,0.08418286625973,"Saux","Antibiotics","Unilateral",6.48,-0.222307683631058
"10766",-0.0757967965840289,-0.310156627113712,0.15595974306702,"Saux","Antibiotics","Bilateral",6.5,-0.310156627113712
"10768",-0.0707242413800927,-0.225286693610191,0.085943331040798,"Saux","Antibiotics","Unilateral",6.52,-0.225286693610191
"10770",-0.0748281938219234,-0.310344245457473,0.158162019077912,"Saux","Antibiotics","Bilateral",6.54,-0.310344245457473
"10772",-0.0713010275877675,-0.228311822674866,0.0877210677930381,"Saux","Antibiotics","Unilateral",6.56,-0.228311822674866
"10774",-0.0738640930983618,-0.31053202620515,0.160353850863441,"Saux","Antibiotics","Bilateral",6.58,-0.31053202620515
"10776",-0.0718866362635307,-0.231382299286357,0.0895154805266332,"Saux","Antibiotics","Unilateral",6.6,-0.231382299286357
"10778",-0.0729045164102693,-0.310720072662366,0.162535176263712,"Saux","Antibiotics","Bilateral",6.62,-0.310720072662366
"10780",-0.0724807437922141,-0.234497337580248,0.0913259868225207,"Saux","Antibiotics","Unilateral",6.64,-0.234497337580248
"10782",-0.0719494851799467,-0.310908489451959,0.164705935726293,"Saux","Antibiotics","Bilateral",6.66,-0.310908489451959
"10784",-0.0730830100316678,-0.237656086501473,0.0931519849006358,"Saux","Antibiotics","Unilateral",6.68,-0.237656086501473
"10786",-0.0709990202575693,-0.311097382358941,0.166866072231594,"Saux","Antibiotics","Bilateral",6.7,-0.311097382358941
"10788",-0.0736930890411021,-0.240857658363655,0.0949928475132219,"Saux","Antibiotics","Unilateral",6.72,-0.240857658363655
"10790",-0.0700531419224308,-0.311286858185859,0.169015531230017,"Saux","Antibiotics","Bilateral",6.74,-0.311286858185859
"10792",-0.0743106199737794,-0.24410114286585,0.0968479672935316,"Saux","Antibiotics","Unilateral",6.76,-0.24410114286585
"10794",-0.0691118698850104,-0.311477024608803,0.171154260576705,"Saux","Antibiotics","Bilateral",6.78,-0.311477024608803
"10796",-0.0749352293385894,-0.2473856114392,0.0987167557638831,"Saux","Antibiotics","Unilateral",6.8,-0.2473856114392
"10798",-0.0681752232893035,-0.31166799003689,0.173282210467914,"Saux","Antibiotics","Bilateral",6.82,-0.31166799003689
"10800",-0.0755665295588965,-0.25071005811558,0.10059859568363,"Saux","Antibiotics","Unilateral",6.84,-0.25071005811558
"10802",-0.0672432207158602,-0.311859863473855,0.175399333374564,"Saux","Antibiotics","Bilateral",6.86,-0.311859863473855
"10804",-0.0762041272087232,-0.254073404746765,0.102492815705051,"Saux","Antibiotics","Unilateral",6.88,-0.254073404746765
"10806",-0.0663158801833752,-0.312052754391207,0.177505583987682,"Saux","Antibiotics","Bilateral",6.9,-0.312052754391207
"10808",-0.0768476196516401,-0.25747456504421,0.104398767104956,"Saux","Antibiotics","Unilateral",6.92,-0.25747456504421
"10810",-0.0653932191505419,-0.312246772604129,0.17960091916597,"Saux","Antibiotics","Bilateral",6.94,-0.312246772604129
"10812",-0.0774965940708086,-0.260912460744796,0.106315845494259,"Saux","Antibiotics","Unilateral",6.96,-0.260912460744796
"10814",-0.0644752545184011,-0.312442028149941,0.181685297882197,"Saux","Antibiotics","Bilateral",6.98,-0.312442028149941
"10816",-0.0781506273206167,-0.264386013795288,0.108243491775405,"Saux","Antibiotics","Unilateral",7,-0.264386013795288
"10818",-0.25734467552893,-0.432608305904701,-0.102632529852102,"McCormick","Antibiotics","Bilateral",0.01,-0.432608305904701
"10820",-0.0610315826467066,-0.298255157945662,0.166435170403273,"McCormick","Antibiotics","Unilateral",0.03,-0.298255157945662
"10822",-0.256099083254572,-0.429367389375866,-0.102795746860357,"McCormick","Antibiotics","Bilateral",0.05,-0.429367389375866
"10824",-0.0614474749059644,-0.294555784547297,0.162156378311071,"McCormick","Antibiotics","Unilateral",0.07,-0.294555784547297
"10826",-0.254845513991346,-0.426139567670738,-0.102942281284646,"McCormick","Antibiotics","Bilateral",0.09,-0.426139567670738
"10828",-0.0618519788052317,-0.290835177434053,0.157887724737658,"McCormick","Antibiotics","Unilateral",0.11,-0.290835177434053
"10830",-0.253584115639124,-0.422925837791351,-0.103071501176929,"McCormick","Antibiotics","Bilateral",0.13,-0.422925837791351
"10832",-0.0622447773422161,-0.287100842044202,0.153635855869807,"McCormick","Antibiotics","Unilateral",0.15,-0.287100842044202
"10834",-0.252315037296664,-0.419727206758097,-0.103182751500145,"McCormick","Antibiotics","Bilateral",0.17,-0.419727206758097
"10836",-0.0626255837912051,-0.283361086254807,0.149408088012347,"McCormick","Antibiotics","Unilateral",0.19,-0.283361086254807
"10838",-0.25103842922328,-0.416544691097873,-0.103275354638112,"McCormick","Antibiotics","Bilateral",0.21,-0.416544691097873
"10840",-0.062994123134545,-0.279624635399101,0.145212123385941,"McCormick","Antibiotics","Unilateral",0.23,-0.279624635399101
"10842",-0.249754442798756,-0.413379316312483,-0.103348610956616,"McCormick","Antibiotics","Bilateral",0.25,-0.413379316312483
"10844",-0.0633501311148007,-0.275900600831562,0.141056035006349,"McCormick","Antibiotics","Unilateral",0.27,-0.275900600831562
"10846",-0.248463230481723,-0.410232116270897,-0.103401799460007,"McCormick","Antibiotics","Bilateral",0.29,-0.410232116270897
"10848",-0.0636933546979812,-0.272198450946151,0.136948249215526,"McCormick","Antibiotics","Unilateral",0.31,-0.272198450946151
"10850",-0.247164945767592,-0.407104132507967,-0.103434178561291,"McCormick","Antibiotics","Bilateral",0.33,-0.407104132507967
"10852",-0.0640235525151618,-0.268527975855742,0.132897521855391,"McCormick","Antibiotics","Unilateral",0.35,-0.268527975855742
"10854",-0.24585974314608,-0.403996413421791,-0.103444986973319,"McCormick","Antibiotics","Bilateral",0.37,-0.403996413421791
"10856",-0.0643404952811018,-0.264899245153821,0.128912907358812,"McCormick","Antibiotics","Unilateral",0.39,-0.264899245153821
"10858",-0.244547778058346,-0.400910013361855,-0.103433444728695,"McCormick","Antibiotics","Bilateral",0.41,-0.400910013361855
"10860",-0.0646439661885356,-0.261322558173898,0.125003720026755,"McCormick","Antibiotics","Unilateral",0.43,-0.261322558173898
"10862",-0.243229206853753,-0.397845991600044,-0.103398754335995,"McCormick","Antibiotics","Bilateral",0.45,-0.397845991600044
"10864",-0.0649337612769133,-0.257808386182893,0.12117948678403,"McCormick","Antibiotics","Unilateral",0.47,-0.257808386182893
"10866",-0.241904186746286,-0.394805411176797,-0.103340102079738,"McCormick","Antibiotics","Bilateral",0.49,-0.394805411176797
"10868",-0.065209689476266,-0.254367306249753,0.117449891623262,"McCormick","Antibiotics","Unilateral",0.51,-0.254367306249753
"10870",-0.240572875770875,-0.391789337616645,-0.103256659470358,"McCormick","Antibiotics","Bilateral",0.53,-0.391789337616645
"10872",-0.0654715560092299,-0.25100999178488,0.113824805612429,"McCormick","Antibiotics","Unilateral",0.55,-0.25100999178488
"10874",-0.239235432738976,-0.388798837522844,-0.103147584835868,"McCormick","Antibiotics","Bilateral",0.57,-0.388798837522844
"10876",-0.0657191543241914,-0.24774737359435,0.110314454655357,"McCormick","Antibiotics","Unilateral",0.59,-0.24774737359435
"10878",-0.237892017190672,-0.385834977015557,-0.103012025077794,"McCormick","Antibiotics","Bilateral",0.61,-0.385834977015557
"10880",-0.0659522818172307,-0.244590513651688,0.10692927206529,"McCormick","Antibiotics","Unilateral",0.63,-0.244590513651688
"10882",-0.236542789347534,-0.382898819982548,-0.102849117627791,"McCormick","Antibiotics","Bilateral",0.65,-0.382898819982548
"10884",-0.0661707553249884,-0.241550156550898,0.10367945258317,"McCormick","Antibiotics","Unilateral",0.67,-0.241550156550898
"10886",-0.235187910067429,-0.379991426156961,-0.102657992596613,"McCormick","Antibiotics","Bilateral",0.69,-0.379991426156961
"10888",-0.0663744079712373,-0.238636180930488,0.100574447726358,"McCormick","Antibiotics","Unilateral",0.71,-0.238636180930488
"10890",-0.233827540798699,-0.377113849037854,-0.102437775096895,"McCormick","Antibiotics","Bilateral",0.73,-0.377113849037854
"10892",-0.0665631128508388,-0.235857038162176,0.0976223911226723,"McCormick","Antibiotics","Unilateral",0.75,-0.235857038162176
"10894",-0.232461843534189,-0.374267133640701,-0.102187587751017,"McCormick","Antibiotics","Bilateral",0.77,-0.374267133640701
"10896",-0.0667367901129534,-0.233219136792888,0.0948295011118371,"McCormick","Antibiotics","Unilateral",0.79,-0.233219136792888
"10898",-0.231090980768895,-0.37145231410325,-0.101906553370282,"McCormick","Antibiotics","Bilateral",0.81,-0.37145231410325
"10900",-0.0668953798455601,-0.230726472890456,0.0921997754796739,"McCormick","Antibiotics","Unilateral",0.83,-0.230726472890456
"10902",-0.229715115455256,-0.368670411153398,-0.101593797785491,"McCormick","Antibiotics","Bilateral",0.85,-0.368670411153398
"10904",-0.0670388586111791,-0.228380473756585,0.0897347964688253,"McCormick","Antibiotics","Unilateral",0.87,-0.228380473756585
"10906",-0.228334410955084,-0.365922429416963,-0.101248452844146,"McCormick","Antibiotics","Bilateral",0.89,-0.365922429416963
"10908",-0.0671672553132396,-0.226179887079012,0.0874335777496949,"McCormick","Antibiotics","Unilateral",0.91,-0.226179887079012
"10910",-0.22694903099581,-0.363209354586856,-0.100869659570158,"McCormick","Antibiotics","Bilateral",0.93,-0.363209354586856
"10912",-0.0672806401835708,-0.224120871539198,0.0852926524259397,"McCormick","Antibiotics","Unilateral",0.95,-0.224120871539198
"10914",-0.225559139627045,-0.36053215046785,-0.10045657146308,"McCormick","Antibiotics","Bilateral",0.97,-0.36053215046785
"10916",-0.0673791012988331,-0.222197345633102,0.0833064271707478,"McCormick","Antibiotics","Unilateral",0.99,-0.222197345633102
"10918",-0.22416490117753,-0.35789175591146,-0.100008357921819,"McCormick","Antibiotics","Bilateral",1.01,-0.35789175591146
"10920",-0.0674627660018722,-0.220401705519988,0.0814677959440988,"McCormick","Antibiotics","Unilateral",1.03,-0.220401705519988
"10922",-0.222766480208055,-0.355289081640657,-0.099524207780711,"McCormick","Antibiotics","Bilateral",1.05,-0.355289081640657
